TOWN,BLOCK,ADDRESS,POSTAL_CODE,LATITUDE,LONGITUDE,MAX_FLOOR,SUBZONE,PLANNING_AREA,REGION,DIST_NEAREST_HAWKER_WALK,DIST_NEAREST_MRT_WALK,DIST_NEAREST_PRI_SCH_WALK,DIST_NEAREST_SEC_SCH_WALK,DIST_NEAREST_MALL_WALK
hougang,987B,buangkok green,532987,1.379392,103.878284,17,trafalgar,hougang,north-east region,2982.3,1550.4,770.4,723.9,1943.9
sengkang,189A,rivervale drive,541189,1.395561,103.904022,17,rivervale,sengkang,north-east region,5462.4,1611.6,384.0,974.1,1568.4
bukit panjang,426,fajar road,670426,1.386221,103.769484,4,fajar,bukit panjang,west region,6166.3,1550.4,579.2,673.4,1569.4
hougang,690,hougang street 61,530690,1.376932,103.885697,11,hougang west,hougang,north-east region,2713.9,1437.7,122.0,616.4,1430.0
tampines,924,tampines street 91,520924,1.346791,103.940777,13,tampines west,tampines,east region,1574.2,647.3,392.7,668.5,1010.7
geylang,23,balam road,370023,1.330971,103.88654,10,macpherson,geylang,central region,546.6,791.5,1230.5,1686.3,3757.1
punggol,271D,punggol walk,824271,1.403514,103.90089,16,matilda,punggol,north-east region,6483.9,333.9,377.6,819.2,696.8
pasir ris,505,pasir ris street 52,510505,1.376654,103.945235,14,pasir ris central,pasir ris,east region,4523.7,936.0,518.1,1732.1,1566.6
queenstown,13,ghim moh road,270013,1.309707,103.7891,25,ghim moh,queenstown,central region,339.0,595.6,1278.8,1509.8,483.9
bukit batok,239,bukit batok east avenue 5,650239,1.350239,103.755101,13,bukit batok east,bukit batok,west region,2688.7,993.2,625.9,608.9,1136.4
hougang,114,hougang avenue 1,530114,1.352908,103.888972,12,lorong ah soo,hougang,north-east region,294.5,1381.8,628.0,549.4,1185.4
hougang,501,hougang avenue 8,530501,1.372053,103.886531,10,hougang west,hougang,north-east region,2038.9,854.7,539.6,478.7,968.4
yishun,174,yishun avenue 7,760174,1.437395,103.831939,12,yishun west,yishun,north region,1083.6,1116.5,798.2,612.8,1180.8
bukit batok,374,bukit batok street 31,650374,1.357983,103.750736,4,hong kah north,bukit batok,west region,2803.7,215.2,469.1,913.9,1281.4
tampines,280,tampines street 22,520280,1.347535,103.951703,10,tampines east,tampines,east region,1096.2,914.2,586.9,1109.7,778.2
hougang,232,hougang avenue 1,530232,1.358547,103.888524,13,lorong ah soo,hougang,north-east region,407.7,845.9,307.2,283.1,530.3
choa chu kang,201,choa chu kang avenue 1,680201,1.382138,103.749542,4,choa chu kang central,choa chu kang,west region,5416.4,785.6,634.8,728.6,1447.8
woodlands,747,woodlands circle,730747,1.443173,103.795008,12,woodlands east,woodlands,north region,2693.4,970.7,562.0,461.0,1847.2
yishun,734,yishun avenue 5,760734,1.429265,103.831075,12,yishun west,yishun,north region,722.5,660.2,421.0,751.6,839.7
sengkang,457B,sengkang west road,792457,1.392422,103.870778,14,fernvale,sengkang,north-east region,3730.3,3219.5,964.5,1687.7,1190.8
ang mo kio,558,ang mo kio avenue 10,560558,1.371236,103.859192,13,cheng san,ang mo kio,north-east region,631.4,1390.5,1048.6,1332.8,1454.2
bukit batok,537,bukit batok street 52,650537,1.355115,103.750878,12,guilin,bukit batok,west region,2928.1,666.8,755.1,460.8,1401.3
bukit merah,26B,jalan membina,165026,1.283092,103.825592,30,tiong bahru station,bukit merah,central region,652.9,487.1,304.8,1123.8,504.7
ang mo kio,429,ang mo kio avenue 3,560429,1.369089,103.853421,12,chong boon,ang mo kio,north-east region,602.7,1092.4,1016.8,749.6,1148.4
ang mo kio,260B,ang mo kio street 21,562260,1.368864,103.833954,26,shangri-la,ang mo kio,north-east region,879.3,937.4,859.5,242.0,1839.0
jurong west,649B,jurong west street 61,642649,1.337967,103.698122,16,jurong west central,jurong west,west region,2291.0,264.2,208.3,743.1,531.3
sembawang,331,sembawang close,750331,1.447529,103.816662,16,sembawang central,sembawang,north region,3031.9,501.0,929.8,628.8,455.3
yishun,646,yishun street 61,760646,1.422112,103.837491,12,yishun south,yishun,north region,1977.6,1026.7,712.4,576.9,913.8
sengkang,228C,compassvale walk,543228,1.387732,103.900634,16,sengkang town centre,sengkang,north-east region,4352.1,1061.6,438.8,697.8,1104.7
ang mo kio,157,ang mo kio avenue 4,560157,1.375306,103.839395,4,kebun bahru,ang mo kio,north-east region,219.6,449.5,708.1,850.2,1496.1
toa payoh,117,potong pasir avenue 1,350117,1.336008,103.863021,13,potong pasir,toa payoh,central region,1175.9,1231.5,827.0,956.8,2470.6
bukit batok,309,bukit batok street 31,650309,1.358283,103.748772,4,hong kah north,bukit batok,west region,2689.8,524.7,125.2,1013.4,1169.6
hougang,578,hougang avenue 4,530578,1.378953,103.885264,15,trafalgar,hougang,north-east region,2901.9,1561.9,389.8,736.9,1665.3
kallang/whampoa,8,boon keng road,330008,1.316425,103.861502,40,bendemeer,kallang,central region,588.2,512.6,887.4,1258.1,1039.3
choa chu kang,769,choa chu kang street 54,680769,1.394209,103.750535,19,choa chu kang north,choa chu kang,west region,7208.9,799.4,584.1,401.4,2476.1
jurong east,288E,jurong east street 21,605288,1.340346,103.743711,16,toh guan,jurong east,west region,1327.6,351.2,890.4,982.1,1021.1
toa payoh,224,lorong 8 toa payoh,310224,1.341176,103.856066,25,lorong 8 toa payoh,toa payoh,central region,618.1,1725.8,526.8,955.3,1998.5
hougang,334,hougang avenue 5,530334,1.368862,103.897954,13,kangkar,hougang,north-east region,2687.3,1802.7,1198.1,1216.7,1775.8
bukit panjang,253,bangkit road,670253,1.379587,103.77482,13,bangkit,bukit panjang,west region,5478.0,1976.6,742.4,1615.1,2006.1
bedok,531,bedok north street 3,460531,1.33313,103.926153,4,bedok north,bedok,east region,1025.0,1439.5,1091.5,1422.6,2023.6
ang mo kio,455B,ang mo kio street 44,562455,1.36833,103.858496,34,chong boon,ang mo kio,north-east region,343.4,958.6,976.0,1051.6,1213.8
jurong west,714,jurong west street 71,640714,1.34312,103.696675,11,yunnan,jurong west,west region,2532.8,906.0,693.6,1092.9,367.1
hougang,929,hougang street 91,530929,1.376032,103.881498,15,trafalgar,hougang,north-east region,2727.8,1515.1,842.2,693.2,1890.2
punggol,619C,punggol drive,823619,1.402393,103.910697,17,waterway east,punggol,north-east region,6538.3,1222.3,315.4,199.1,434.5
pasir ris,766,pasir ris street 71,510766,1.375948,103.936001,16,pasir ris west,pasir ris,east region,5206.9,1115.3,380.4,2509.3,2712.3
bedok,652,jalan tenaga,410652,1.332697,103.907743,14,kaki bukit,bedok,east region,1284.3,719.1,635.7,1232.5,3563.3
hougang,139,lorong ah soo,530139,1.352231,103.88424,13,lorong ah soo,hougang,north-east region,874.0,1416.0,791.6,185.2,1181.9
pasir ris,183,pasir ris street 11,510183,1.364938,103.960612,12,pasir ris drive,pasir ris,east region,4122.9,209.2,247.9,1084.2,164.1
woodlands,836,woodlands street 83,730836,1.440411,103.791736,11,midview,woodlands,north region,2013.4,890.3,945.6,489.4,1167.1
sengkang,323B,sengkang east way,542323,1.392096,103.892551,15,anchorvale,sengkang,north-east region,4688.3,434.6,659.1,891.0,477.8
jurong west,856,jurong west street 81,640856,1.347145,103.696655,14,yunnan,jurong west,west region,2318.6,264.0,446.6,1018.1,738.3
yishun,456,yishun street 41,760456,1.420369,103.844404,13,yishun east,yishun,north region,2920.4,1658.3,759.9,573.1,1790.6
yishun,638,yishun street 61,760638,1.420259,103.838566,12,yishun south,yishun,north region,2267.4,997.7,734.1,229.5,1211.4
pasir ris,764,pasir ris street 71,510764,1.376307,103.934559,15,pasir ris west,pasir ris,east region,5208.9,1182.6,48.7,2733.7,2936.7
jurong east,207,jurong east street 21,600207,1.33789,103.742428,8,toh guan,jurong east,west region,1467.5,537.4,1091.1,1182.9,1016.7
clementi,348,clementi avenue 5,120348,1.316777,103.770897,12,clementi north,clementi,west region,428.8,882.3,615.0,805.1,1014.4
jurong east,279,toh guan road,600279,1.340729,103.746781,21,toh guan,jurong east,west region,1438.0,738.2,964.6,1056.3,740.8
yishun,747,yishun street 72,760747,1.428226,103.833488,4,yishun west,yishun,north region,1361.3,767.0,777.2,1107.7,842.6
bukit merah,145,jalan bukit merah,160145,1.277294,103.830516,9,kampong tiong bahru,bukit merah,central region,875.9,1376.6,608.0,1510.3,1545.1
tampines,245,tampines street 21,521245,1.353208,103.94649,11,tampines east,tampines,east region,1683.1,982.8,637.8,520.5,853.4
kallang/whampoa,26A,saint george's lane,321026,1.322388,103.862439,32,bendemeer,kallang,central region,709.5,438.0,485.2,473.7,1641.1
tampines,292,tampines street 22,520292,1.350184,103.955776,4,tampines east,tampines,east region,1660.0,965.0,682.1,855.0,845.6
woodlands,773,woodlands drive 60,730773,1.447473,103.797716,14,woodlands east,woodlands,north region,2946.6,1096.7,638.1,750.7,2432.3
tampines,496B,tampines street 43,525496,1.361237,103.950996,13,tampines east,tampines,east region,2905.8,1140.3,671.5,890.2,1570.2
punggol,405B,northshore drive,822405,1.41607,103.901828,20,northshore,punggol,north-east region,7528.1,1262.1,477.9,1530.0,1303.7
bukit panjang,226,pending road,670226,1.375237,103.772368,12,bangkit,bukit panjang,west region,4847.7,1521.6,711.9,1164.4,1816.0
punggol,118,edgefield plains,820118,1.396207,103.906147,17,punggol field,punggol,north-east region,5730.5,1546.1,580.2,879.6,1158.0
sengkang,315C,anchorvale road,543315,1.392344,103.88805,16,anchorvale,sengkang,north-east region,4991.0,1141.3,482.4,636.8,1152.2
pasir ris,743,pasir ris street 71,510743,1.377296,103.935564,16,pasir ris west,pasir ris,east region,5363.2,1094.5,387.0,2665.6,2856.4
jurong west,675B,jurong west street 64,642675,1.345753,103.703642,16,jurong west central,jurong west,west region,1405.2,215.4,485.1,817.1,1053.9
punggol,322C,sumang walk,823322,1.410519,103.896581,20,punggol town centre,punggol,north-east region,7099.1,1352.0,843.2,925.7,1023.4
kallang/whampoa,60,jalan bahagia,320060,1.327962,103.857122,2,balestier,novena,central region,828.1,1526.7,1126.7,919.0,1966.2
bukit merah,135,jalan bukit merah,160135,1.278601,103.827085,19,kampong tiong bahru,bukit merah,central region,605.9,1276.2,1101.0,1406.2,1293.9
yishun,293,yishun street 22,760293,1.436114,103.837605,4,northland,yishun,north region,1638.6,1200.5,655.1,328.0,1437.8
jurong east,40,teban gardens road,600040,1.32135,103.742031,14,teban gardens,jurong east,west region,175.3,527.8,2198.3,778.1,2216.1
woodlands,718,woodlands avenue 6,730718,1.441596,103.801106,13,woodlands east,woodlands,north region,3119.6,342.7,472.9,770.3,2273.4
central area,29,kelantan road,200029,1.305734,103.857121,16,sungei road,rochor,central region,253.0,326.0,1392.9,325.9,651.7
central area,271,queen street,180271,1.300933,103.853991,20,victoria,rochor,central region,148.4,344.5,992.9,653.8,323.2
woodlands,705,woodlands drive 40,730705,1.439756,103.796157,12,woodlands east,woodlands,north region,2508.5,632.2,659.7,436.8,1662.3
bukit merah,103,spottiswoode park road,080103,1.274661,103.83528,25,everton park,bukit merah,central region,1125.8,977.7,772.3,1910.7,1460.8
tampines,146,simei street 2,520146,1.344641,103.955917,11,simei,tampines,east region,1796.8,498.6,700.5,809.3,441.2
tampines,164,simei road,520164,1.346073,103.958432,11,simei,tampines,east region,1877.5,832.8,1099.7,1208.5,850.0
serangoon,112,serangoon north avenue 1,550112,1.3692,103.871589,4,serangoon garden,serangoon,north-east region,1154.7,385.5,989.4,305.0,2425.2
bishan,278,bishan street 24,570278,1.357426,103.843541,21,marymount,bishan,central region,1162.3,1181.5,1004.9,340.4,1309.2
hougang,946,hougang street 92,530946,1.374651,103.881223,14,trafalgar,hougang,north-east region,2568.3,1372.3,871.7,533.7,1854.4
bedok,722,bedok reservoir road,470722,1.336637,103.928208,13,bedok reservoir,bedok,east region,948.0,871.9,943.5,85.4,2211.6
jurong west,475,jurong west street 41,640475,1.348098,103.725087,12,hong kah,jurong west,west region,1019.1,783.9,455.6,297.1,2548.7
woodlands,713,woodlands drive 70,730713,1.441955,103.797812,12,woodlands east,woodlands,north region,2676.0,659.1,349.8,455.6,1829.8
pasir ris,231,pasir ris drive 4,510231,1.37338,103.961402,13,pasir ris drive,pasir ris,east region,4832.1,1447.7,287.8,256.6,900.1
hougang,962,hougang avenue 9,530962,1.377743,103.878389,15,trafalgar,hougang,north-east region,2953.2,1529.1,728.8,606.5,2270.9
bukit merah,8,jalan rumah tinggi,150008,1.288576,103.807868,18,alexandra hill,bukit merah,central region,312.4,1190.3,1417.3,976.6,751.4
toa payoh,18,lorong 7 toa payoh,310018,1.335757,103.85679,11,pei chun,toa payoh,central region,89.7,1378.4,480.5,335.3,1597.8
bukit merah,104,henderson crescent,150104,1.289369,103.821538,12,henderson hill,bukit merah,central region,575.9,822.8,635.0,948.4,924.4
tampines,203,tampines street 21,520203,1.352214,103.952454,8,tampines east,tampines,east region,1674.4,856.4,265.5,542.0,0.0
jurong west,651B,jurong west street 61,642651,1.337072,103.698261,16,jurong west central,jurong west,west region,2373.0,294.5,306.9,631.2,668.2
tampines,498B,tampines street 45,521498,1.361022,103.958601,10,tampines east,tampines,east region,3023.8,866.7,1228.3,741.4,1325.8
sengkang,440A,fernvale link,791440,1.393189,103.878692,25,fernvale,sengkang,north-east region,4568.9,2286.1,570.4,491.3,463.9
bukit panjang,483,segar road,670483,1.388797,103.772126,16,fajar,bukit panjang,west region,6454.8,2261.6,726.4,898.3,2280.7
sengkang,124C,rivervale drive,543124,1.388096,103.902721,16,rivervale,sengkang,north-east region,4478.9,1383.8,232.6,775.0,1340.7
sembawang,132B,canberra view,752132,1.44312,103.831654,12,sembawang east,sembawang,north region,1810.4,332.9,1438.8,1123.7,297.1
serangoon,543,serangoon north avenue 3,550543,1.374393,103.871263,15,serangoon north,serangoon,north-east region,2077.2,1040.9,1149.5,1213.2,3317.7
hougang,615,hougang avenue 8,530615,1.368614,103.884938,13,hougang west,hougang,north-east region,1538.1,1211.4,439.8,721.5,1396.1
woodlands,137,marsiling road,730137,1.438456,103.777081,12,woodlands west,woodlands,north region,888.4,1103.0,1216.3,403.8,1435.2
hougang,689,hougang street 61,530689,1.376492,103.885772,12,hougang west,hougang,north-east region,2672.8,1593.2,583.7,575.9,1556.2
pasir ris,449,pasir ris drive 6,510449,1.370842,103.958351,4,pasir ris drive,pasir ris,east region,4918.7,1742.3,395.6,470.3,816.3
sembawang,333,sembawang close,750333,1.44699,103.816416,16,sembawang central,sembawang,north region,3121.9,591.0,1019.8,611.9,545.3
yishun,931,yishun central 1,760931,1.42661,103.837336,9,yishun central,yishun,north region,1679.2,822.8,999.4,920.9,510.2
choa chu kang,488D,choa chu kang avenue 5,684488,1.376422,103.740505,13,peng siang,choa chu kang,west region,4893.1,467.2,426.4,876.7,2547.8
jurong east,268,toh guan road,600268,1.341867,103.745035,16,toh guan,jurong east,west region,1233.3,533.5,759.9,851.6,960.9
ang mo kio,345,ang mo kio avenue 3,560345,1.367487,103.849652,12,townsville,ang mo kio,north-east region,853.8,733.6,319.2,490.9,601.1
pasir ris,268,pasir ris street 21,510268,1.36529,103.963014,8,pasir ris drive,pasir ris,east region,4175.2,837.9,704.7,611.0,792.8
toa payoh,171,lorong 1 toa payoh,310171,1.330685,103.842659,23,toa payoh central,toa payoh,central region,1264.1,820.8,678.6,576.3,762.7
bedok,146,bedok reservoir road,470146,1.3346,103.912011,13,kaki bukit,bedok,east region,998.2,530.1,1048.7,2159.3,3284.9
jurong west,338A,tah ching road,611338,1.337815,103.722185,20,taman jurong,jurong west,west region,519.0,1216.3,530.5,876.8,2221.8
sembawang,503A,canberra link,751503,1.450589,103.821649,13,admiralty,sembawang,north region,2874.9,647.1,924.7,1535.8,791.4
bukit panjang,475,segar road,670475,1.388946,103.772637,16,fajar,bukit panjang,west region,6151.7,2183.0,633.8,958.0,2202.0
clementi,505,west coast drive,120505,1.312281,103.759982,2,clementi central,clementi,west region,157.9,438.0,575.0,670.0,728.0
bukit timah,3,queen's road,266734,1.322878,103.811648,12,coronation road,bukit timah,central region,388.0,447.1,828.3,488.3,2918.6
hougang,617,hougang avenue 8,530617,1.369298,103.883827,12,hougang west,hougang,north-east region,1599.8,1281.8,431.7,713.4,1466.5
woodlands,896B,woodlands drive 50,731896,1.436924,103.792569,11,midview,woodlands,north region,1856.3,1115.2,147.6,1073.0,996.6
sengkang,250C,compassvale street,543250,1.392693,103.899877,15,sengkang town centre,sengkang,north-east region,4983.3,1006.0,790.7,554.1,962.9
woodlands,895C,woodlands drive 50,732895,1.435669,103.792605,11,midview,woodlands,north region,1853.0,1111.9,144.3,1210.1,993.3
bukit batok,111,bukit batok west avenue 6,650111,1.348406,103.745995,25,bukit batok central,bukit batok,west region,1502.3,547.4,822.8,828.9,441.9
bedok,740,bedok reservoir road,470740,1.338026,103.922835,4,bedok reservoir,bedok,east region,1417.5,845.7,479.2,713.6,2245.6
yishun,701,yishun avenue 5,760701,1.429955,103.828835,12,yishun west,yishun,north region,616.9,986.0,573.8,243.3,1274.3
bukit batok,175,bukit batok west avenue 8,650175,1.345549,103.741599,8,bukit batok west,bukit batok,west region,933.1,317.9,663.3,394.3,1227.2
ang mo kio,548,ang mo kio avenue 10,560548,1.372914,103.857046,4,cheng san,ang mo kio,north-east region,367.3,1155.3,608.2,1149.0,1219.1
bukit merah,144,jalan bukit merah,160144,1.277305,103.829956,11,kampong tiong bahru,bukit merah,central region,740.1,1391.6,610.7,1543.3,1409.3
bedok,747C,bedok reservoir crescent,473747,1.336792,103.921983,14,bedok reservoir,bedok,east region,1537.3,651.7,258.1,1101.1,2639.4
tampines,165,simei road,520165,1.34553,103.959249,11,simei,tampines,east region,2187.5,936.1,1128.3,1237.2,878.7
ang mo kio,424,ang mo kio avenue 3,560424,1.368607,103.850809,12,chong boon,ang mo kio,north-east region,912.0,225.6,366.7,464.5,281.5
bukit timah,2,toh yi drive,590002,1.339175,103.775341,15,anak bukit,bukit timah,central region,551.9,550.2,861.1,3195.9,2823.9
kallang/whampoa,48,jalan bahagia,320048,1.327614,103.856635,2,balestier,novena,central region,751.2,1599.3,1179.3,991.6,1935.6
toa payoh,102A,bidadari park drive,341102,1.337356,103.871391,16,sennett,toa payoh,central region,2132.0,507.2,1280.1,1113.6,2047.5
yishun,478B,yishun street 44,762478,1.429345,103.851652,14,yishun east,yishun,north region,3186.3,2323.4,782.8,1728.8,2200.7
choa chu kang,465,choa chu kang avenue 4,680465,1.377296,103.736539,16,peng siang,choa chu kang,west region,5257.8,377.9,341.6,670.4,3055.7
